episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,perf/cpu_util_percent,perf/ram_util_percent,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_raw_obs_processing_ms,evaluation/sampler_perf/mean_inference_ms,evaluation/sampler_perf/mean_action_processing_ms,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_env_render_ms,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,2,48,48,False,0,1,31ec5fde2cd141b08850012036cd3d88,2021-08-16_16-17-55,1629101875,8.52204942703247,8.52204942703247,17168,sjtuer-B560M-AORUS-PRO-AX,10.131.0.34,8.52204942703247,0,1,6e783_00000,[],[],30.269,1585.771,387.231,123.957,1.437,48,48,48,626.9999999999962,472.99999999999324,542.7999999999957,464.4,10,8.761538461538462,59.130769230769246,"[626.9999999999962, 527.9999999999905, 591.0000000000024, 520.9999999999914, 525.999999999998, 595.0000000000018, 522.9999999999942, 489.9999999999942, 472.99999999999324, 553.9999999999942]","[486, 458, 472, 454, 455, 455, 457, 488, 460, 459]",0.1729729101142021,0.972119701948053,0.038125928174563964,0.5430299062903396,0.0,0.0,0.5,5.0000000000000016e-05,3.056971251964569,-0.0075560494636495905,3.0773120959599813,4.4828157e-05,0.0064927570153183,1.6031163096427918,0.010000000000000002
nan,nan,nan,nan,0,2,96,96,False,0,2,31ec5fde2cd141b08850012036cd3d88,2021-08-16_16-18-04,1629101884,8.80891489982605,17.33096432685852,17168,sjtuer-B560M-AORUS-PRO-AX,10.131.0.34,17.33096432685852,0,2,6e783_00000,[],[],26.151,1835.466,380.968,125.995,1.458,96,96,96,666.000000000008,460.9999999999942,568.2,475.9,10,8.1,59.60833333333333,"[586.0000000000011, 641.9999999999987, 666.000000000008, 562.0000000000014, 478.99999999999494, 460.9999999999942, 587.0, 489.99999999999653, 621.0000000000049, 588.0000000000016]","[466, 476, 479, 459, 454, 468, 494, 476, 482, 505]",0.17313156570084093,0.9808203404328001,0.03836731462466468,0.546660412123537,0.0,0.0,0.5,5.0000000000000016e-05,2.243342528740565,0.0024187040825684866,2.2564723173777264,0.0015910189,0.0008416344884002077,1.5969311912854514,0.010000000000000002
